a,sku,a,a,_store,_attribute_set,_type,category_ids,_product_websites,astro_rating,carat_weight,certification,j_colour,colour,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,cut,description,dimensions,dimensions_rounded,dimension_length,dimension_type,dispatch_days,enable_googlecheckout,gallery,gemstone,gem_composition,gem_optical_properties,gem_trade_name_config,gem_variety_config,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,metal,metal_config,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,origin,origin_region,page_layout,price,price_per_carat,price_suffix,product_type,quality_config_gem,required_options,return_policy,shape,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,treatment,updated_at,url_key,url_path,vendor,vendor_id,visibility,vtiger_id,vtiger_type,weight_carat,weight,weight_config_gem,weight_ratti,weight_ratti_type_price,google_product_taxonomy,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,weight_sort1,google_shopping_image,weight_grams,allow_checkout_discounts,offers,offer_type,name2,description2,gemstone2,name3,google_colour,age_group,gender,unique_product_identifier,j_center_gemstone,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,callfor,cutting_style,gemstone3,round_of_ratti,hsn_code,shipping_days,sku_for_vendor_product,invoice_id,stickers,classification,call_for_price_text,gemstone2_type,price_range,price_per_carat_range,gemstone_benifits_new,approx_weight_range,specific_gravity,refractive_index,catalog_uploaded_by,calibrated_size_range,product_category_type
133121,GP159112,/g/p/gp159112-1-220426.jpg,gp159112-220426.mp4,admin,Gemstones,simple,,base,,1.06,ITLGR Certified,Yellow,Yellow,,,22-Apr-26,,,,,Faceted,Natural Citrine weighing 1.06 carat In Triangular shape,6.98x6.94x4.35 mm,,,Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Citrine,Natural,Not Applicable,Citrine,,,0,,,,,,Unknown,,,Natural Citrine 7 MM - 1.06 Carats (GP159112) from Brazil,,,use config,use config,Citrine 7 MM - 1.06 Carats,22-Apr-26,,Block after Info Column,Brazil,,,1700,1604,,Single Stone,,0,10 Day Money-Back Returns*,Triangular,Natural Citrine weighing 1.06 carat (1.18 ratti) from Brazil,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,citrine-gp159112,citrine-gp159112,GP,133121,4,,Products,1.06,0.15,,1.18,1.18,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,106,,0.21,No,Express Dispatch,Loose Gemstone,1.06 ct Citrine Natural Original Top Quality Lab Certified Gemstone of carat (1.18 ratti),"Buy Natural Citrine - All 1.06 for sale online, weighing carats (roughly 1.18 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (1.06 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Citrine - All,1.06 ct Certified Citrine - Unheated and Untreated Natural Top Quality Gemstone weighing carat (1.18 ratti),Yellow,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Citrine - All-Faceted-Calibrated,1,71039949,0,GP159112,5835c,,Citrine,,2 - Mid-Precious,1500,1500,Improves Leadership Qualities,1,2.65,1.540 - 1.550,Umesh,7,MP
133190,GP159138,/g/p/gp159138-1-220426.jpg,gp159138-220426.mp4,admin,Gemstones,simple,,base,,1.31,ITLGR Certified,Blue,Blue,,,22-Apr-26,,,,,Faceted,Natural Blue Topaz weighing 1.31 carat In Oval shape,8.17x6.17x3.62 mm,,,Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Blue Topaz,Natural,Not Applicable,Blue Topaz,,,0,,,,,,Unknown,,,Natural London Blue Topaz 8x6 MM - 1.31 Carats (GP159138),,,use config,use config,London Blue Topaz 8x6 MM - 1.31 Carats,22-Apr-26,,Block after Info Column,,,,1850,1412,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Blue Topaz weighing 1.31 carat (1.46 ratti),,,,,,2,2,,,All Blue Topaz worldwide is always Irradiated,22-Apr-26,blue-topaz-gp159138,blue-topaz-gp159138,GP,133190,4,,Products,1.31,0.15,,1.46,1.46,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,131,,0.26,Yes,Express Dispatch,Loose Gemstone,1.31 ct Blue Topaz Natural Original Top Quality Lab Certified Gemstone of carat (1.46 ratti),"Buy Natural Blue Topaz - London 1.31 for sale online, weighing carats (roughly 1.46 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (1.31 carat). has many benefits. This gem stated to Irradiated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Blue Topaz - London Blue,1.31 ct Certified Blue Topaz - Irradiated Natural Top Quality Gemstone weighing carat (1.46 ratti),Blue,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Blue Topaz - London Blue-Faceted-Calibrated,1.25,71039990,0,GP159138,5842a,,London Blue Topaz,,2 - Mid-Precious,1500,1000,Improves Leadership Qualities,1.25,3.55,1.610 - 1.620,Umesh,8x6,MP
133191,GP159139,/g/p/gp159139-1-220426.jpg,gp159139-220426.mp4,admin,Gemstones,simple,,base,,1.6,ITLGR Certified,Blue,Blue,,,22-Apr-26,,,,,Faceted,Natural Blue Topaz weighing 1.60 carat In Oval shape,7.86x6.06x4.40 mm,,,Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Blue Topaz,Natural,Not Applicable,Blue Topaz,,,0,,,,,,Unknown,,,Natural London Blue Topaz 8x6 MM - 1.60 Carats (GP159139),,,use config,use config,London Blue Topaz 8x6 MM - 1.60 Carats,22-Apr-26,,Block after Info Column,,,,2250,1406,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Blue Topaz weighing 1.60 carat (1.78 ratti),,,,,,2,2,,,All Blue Topaz worldwide is always Irradiated,22-Apr-26,blue-topaz-gp159139,blue-topaz-gp159139,GP,133191,4,,Products,1.6,0.15,,1.78,1.78,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,160,,0.32,Yes,Express Dispatch,Loose Gemstone,1.60 ct Blue Topaz Natural Original Top Quality Lab Certified Gemstone of carat (1.78 ratti),"Buy Natural Blue Topaz - London 1.60 for sale online, weighing carats (roughly 1.78 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (1.60 carat). has many benefits. This gem stated to Irradiated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Blue Topaz - London Blue,1.60 ct Certified Blue Topaz - Irradiated Natural Top Quality Gemstone weighing carat (1.78 ratti),Blue,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Blue Topaz - London Blue-Faceted-Calibrated,1.75,71039990,0,GP159139,5842a,,London Blue Topaz,,2 - Mid-Precious,2000,1000,Improves Leadership Qualities,1.5,3.55,1.610 - 1.620,Umesh,8x6,MP
133192,GP159140,/g/p/gp159140-1-220426.jpg,gp159140-220426.mp4,admin,Gemstones,simple,,base,,1.39,ITLGR Certified,Blue,Blue,,,22-Apr-26,,,,,Faceted,Natural Blue Topaz weighing 1.39 carat In Oval shape,7.99x6.08x3.93 mm,,,Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Blue Topaz,Natural,Not Applicable,Blue Topaz,,,0,,,,,,Unknown,,,Natural London Blue Topaz 8x6 MM - 1.39 Carats (GP159140),,,use config,use config,London Blue Topaz 8x6 MM - 1.39 Carats,22-Apr-26,,Block after Info Column,,,,1950,1403,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Blue Topaz weighing 1.39 carat (1.54 ratti),,,,,,2,2,,,All Blue Topaz worldwide is always Irradiated,22-Apr-26,blue-topaz-gp159140,blue-topaz-gp159140,GP,133192,4,,Products,1.39,0.15,,1.54,1.54,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,139,,0.28,Yes,Express Dispatch,Loose Gemstone,1.39 ct Blue Topaz Natural Original Top Quality Lab Certified Gemstone of carat (1.54 ratti),"Buy Natural Blue Topaz - London 1.39 for sale online, weighing carats (roughly 1.54 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (1.39 carat). has many benefits. This gem stated to Irradiated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Blue Topaz - London Blue,1.39 ct Certified Blue Topaz - Irradiated Natural Top Quality Gemstone weighing carat (1.54 ratti),Blue,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Blue Topaz - London Blue-Faceted-Calibrated,1.5,71039990,0,GP159140,5842a,,London Blue Topaz,,2 - Mid-Precious,1500,1000,Improves Leadership Qualities,1.25,3.55,1.610 - 1.620,Umesh,8x6,MP
133193,GP159141,/g/p/gp159141-1-220426.jpg,gp159141-220426.mp4,admin,Gemstones,simple,,base,,1.43,ITLGR Certified,Blue,Blue,,,22-Apr-26,,,,,Faceted,Natural Blue Topaz weighing 1.43 carat In Oval shape,8.00x6.02x4.01 mm,,,Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Blue Topaz,Natural,Not Applicable,Blue Topaz,,,0,,,,,,Unknown,,,Natural London Blue Topaz 8x6 MM - 1.43 Carats (GP159141),,,use config,use config,London Blue Topaz 8x6 MM - 1.43 Carats,22-Apr-26,,Block after Info Column,,,,2000,1399,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Blue Topaz weighing 1.43 carat (1.59 ratti),,,,,,2,2,,,All Blue Topaz worldwide is always Irradiated,22-Apr-26,blue-topaz-gp159141,blue-topaz-gp159141,GP,133193,4,,Products,1.43,0.15,,1.59,1.59,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,143,,0.29,Yes,Express Dispatch,Loose Gemstone,1.43 ct Blue Topaz Natural Original Top Quality Lab Certified Gemstone of carat (1.59 ratti),"Buy Natural Blue Topaz - London 1.43 for sale online, weighing carats (roughly 1.59 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (1.43 carat). has many benefits. This gem stated to Irradiated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Blue Topaz - London Blue,1.43 ct Certified Blue Topaz - Irradiated Natural Top Quality Gemstone weighing carat (1.59 ratti),Blue,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Blue Topaz - London Blue-Faceted-Calibrated,1.5,71039990,0,GP159141,5842a,,London Blue Topaz,,2 - Mid-Precious,2000,1000,Improves Leadership Qualities,1.25,3.55,1.610 - 1.620,Umesh,8x6,MP
133194,GP159142,/g/p/gp159142-1-220426.jpg,gp159142-220426.mp4,admin,Gemstones,simple,,base,,1.77,ITLGR Certified,Blue,Blue,,,22-Apr-26,,,,,Faceted,Natural Blue Topaz weighing 1.77 carat In Oval shape,8.91x6.91x4.00 mm,,,Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Blue Topaz,Natural,Not Applicable,Blue Topaz,,,0,,,,,,Unknown,,,Natural London Blue Topaz 9x7 MM - 1.77 Carats (GP159142),,,use config,use config,London Blue Topaz 9x7 MM - 1.77 Carats,22-Apr-26,,Block after Info Column,,,,2500,1412,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Blue Topaz weighing 1.77 carat (1.97 ratti),,,,,,2,2,,,All Blue Topaz worldwide is always Irradiated,22-Apr-26,blue-topaz-gp159142,blue-topaz-gp159142,GP,133194,4,,Products,1.77,0.15,,1.97,1.97,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,177,,0.35,Yes,Express Dispatch,Loose Gemstone,1.77 ct Blue Topaz Natural Original Top Quality Lab Certified Gemstone of carat (1.97 ratti),"Buy Natural Blue Topaz - London 1.77 for sale online, weighing carats (roughly 1.97 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (1.77 carat). has many benefits. This gem stated to Irradiated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Blue Topaz - London Blue,1.77 ct Certified Blue Topaz - Irradiated Natural Top Quality Gemstone weighing carat (1.97 ratti),Blue,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Blue Topaz - London Blue-Faceted-Calibrated,1.75,71039990,0,GP159142,5842b,,London Blue Topaz,,3 - Semi-Precious,2500,1000,,1.75,3.55,1.610 - 1.620,Umesh,9x7,MP
133195,GP159143,/g/p/gp159143-1-220426.jpg,gp159143-220426.mp4,admin,Gemstones,simple,,base,,1.96,ITLGR Certified,Blue,Blue,,,22-Apr-26,,,,,Faceted,Natural Blue Topaz weighing 1.96 carat In Oval shape,9.10x7.21x4.02 mm,,,Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Blue Topaz,Natural,Not Applicable,Blue Topaz,,,0,,,,,,Unknown,,,Natural London Blue Topaz 9x7 MM - 1.96 Carats (GP159143),,,use config,use config,London Blue Topaz 9x7 MM - 1.96 Carats,22-Apr-26,,Block after Info Column,,,,2750,1403,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Blue Topaz weighing 1.96 carat (2.18 ratti),,,,,,2,2,,,All Blue Topaz worldwide is always Irradiated,22-Apr-26,blue-topaz-gp159143,blue-topaz-gp159143,GP,133195,4,,Products,1.96,0.15,,2.18,2.18,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,196,,0.39,Yes,Express Dispatch,Loose Gemstone,1.96 ct Blue Topaz Natural Original Top Quality Lab Certified Gemstone of carat (2.18 ratti),"Buy Natural Blue Topaz - London 1.96 for sale online, weighing carats (roughly 2.18 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (1.96 carat). has many benefits. This gem stated to Irradiated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Blue Topaz - London Blue,1.96 ct Certified Blue Topaz - Irradiated Natural Top Quality Gemstone weighing carat (2.18 ratti),Blue,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Blue Topaz - London Blue-Faceted-Calibrated,2,71039990,0,GP159143,5842b,,London Blue Topaz,,3 - Semi-Precious,2500,1000,,1.75,3.55,1.610 - 1.620,Umesh,9x7,MP
133196,GP159144,/g/p/gp159144-1-220426.jpg,gp159144-220426.mp4,admin,Gemstones,simple,,base,,1.92,ITLGR Certified,Blue,Blue,,,22-Apr-26,,,,,Faceted,Natural Blue Topaz weighing 1.92 carat In Oval shape,9.03x7.03x4.22 mm,,,Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Blue Topaz,Natural,Not Applicable,Blue Topaz,,,0,,,,,,Unknown,,,Natural London Blue Topaz 9x7 MM - 1.92 Carats (GP159144),,,use config,use config,London Blue Topaz 9x7 MM - 1.92 Carats,22-Apr-26,,Block after Info Column,,,,2700,1406,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Blue Topaz weighing 1.92 carat (2.13 ratti),,,,,,2,2,,,All Blue Topaz worldwide is always Irradiated,22-Apr-26,blue-topaz-gp159144,blue-topaz-gp159144,GP,133196,4,,Products,1.92,0.15,,2.13,2.13,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,192,,0.38,Yes,Express Dispatch,Loose Gemstone,1.92 ct Blue Topaz Natural Original Top Quality Lab Certified Gemstone of carat (2.13 ratti),"Buy Natural Blue Topaz - London 1.92 for sale online, weighing carats (roughly 2.13 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (1.92 carat). has many benefits. This gem stated to Irradiated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Blue Topaz - London Blue,1.92 ct Certified Blue Topaz - Irradiated Natural Top Quality Gemstone weighing carat (2.13 ratti),Blue,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Blue Topaz - London Blue-Faceted-Calibrated,2,71039990,0,GP159144,5842b,,London Blue Topaz,,3 - Semi-Precious,2500,1000,Improves Leadership Qualities,1.75,3.55,1.610 - 1.620,Umesh,9x7,MP
133197,GP159145,/g/p/gp159145-1-220426.jpg,gp159145-220426.mp4,admin,Gemstones,simple,,base,,1.92,ITLGR Certified,Blue,Blue,,,22-Apr-26,,,,,Faceted,Natural Blue Topaz weighing 1.92 carat In Oval shape,8.99x7.09x4.10 mm,,,Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Blue Topaz,Natural,Not Applicable,Blue Topaz,,,0,,,,,,Unknown,,,Natural London Blue Topaz 9x7 MM - 1.92 Carats (GP159145),,,use config,use config,London Blue Topaz 9x7 MM - 1.92 Carats,22-Apr-26,,Block after Info Column,,,,2700,1406,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Blue Topaz weighing 1.92 carat (2.13 ratti),,,,,,2,2,,,All Blue Topaz worldwide is always Irradiated,22-Apr-26,blue-topaz-gp159145,blue-topaz-gp159145,GP,133197,4,,Products,1.92,0.15,,2.13,2.13,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,192,,0.38,Yes,Express Dispatch,Loose Gemstone,1.92 ct Blue Topaz Natural Original Top Quality Lab Certified Gemstone of carat (2.13 ratti),"Buy Natural Blue Topaz - London 1.92 for sale online, weighing carats (roughly 2.13 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (1.92 carat). has many benefits. This gem stated to Irradiated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Blue Topaz - London Blue,1.92 ct Certified Blue Topaz - Irradiated Natural Top Quality Gemstone weighing carat (2.13 ratti),Blue,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Blue Topaz - London Blue-Faceted-Calibrated,2,71039990,0,GP159145,5842b,,London Blue Topaz,,3 - Semi-Precious,2500,1000,,1.75,3.55,1.610 - 1.620,Umesh,9x7,MP
132616,GP159096,/g/p/gp159096-1-220426.jpg,gp159096-220426.mp4,admin,Gemstones,simple,,base,,5.96,IIGJ Certified,Red,Purplish Red,,,22-Apr-26,,,,,Faceted,Natural Ruby weighing 5.96 carat In Cushion shape,11.60x10.44x4.86 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Ruby,Natural,Not Applicable,Ruby,,,0,,,,,,Unknown,,,Natural Burmese Ruby - 5.96 Carats (GP159096) from Myanmar (Burma),,,use config,use config,Burmese Ruby - 5.96 Carats,22-Apr-26,,Block after Info Column,Myanmar (Burma),,,75500,12668,,Single Stone,,0,10 Day Money-Back Returns*,Cushion,Natural Ruby weighing 5.96 carat (6.62 ratti) from Myanmar (Burma),,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,ruby-gp159096,ruby-gp159096,GP,132616,4,,Products,5.96,0.15,,6.62,6.62,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,596,,1.19,No,Express Dispatch,Loose Gemstone,5.96 ct Ruby Natural Original Top Quality Lab Certified Gemstone of carat (6.62 ratti),"Buy Natural Ruby - Myanmar 5.96 for sale online, weighing carats (roughly 6.62 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (5.96 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Ruby - Myanmar,5.96 ct Certified Ruby - Unheated and Untreated Natural Top Quality Gemstone weighing carat (6.62 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Ruby - Myanmar-Faceted-Non Calibrated,6.5,71039110,0,GP159096,5780c,gjepc,Ruby,,3 - Semi-Precious,75500,12500,,5.75,4,1.760 - 1.770,Umesh,,P
132617,GP159097,/g/p/gp159097-1-220426.jpg,gp159097-220426.mp4,admin,Gemstones,simple,,base,,6.36,IIGJ Certified,Red,Purplish Red,,,22-Apr-26,,,,,Faceted,Natural Ruby weighing 6.36 carat In Oval shape,12.49x8.93x5.63 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Ruby,Natural,Not Applicable,Ruby,,,0,,,,,,Unknown,,,Natural Burmese Ruby - 6.36 Carats (GP159097) from Myanmar (Burma),,,use config,use config,Burmese Ruby - 6.36 Carats,22-Apr-26,,Block after Info Column,Myanmar (Burma),,,234500,36871,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Ruby weighing 6.36 carat (7.07 ratti) from Myanmar (Burma),,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,ruby-gp159097,ruby-gp159097,GP,132617,4,,Products,6.36,0.15,,7.07,7.07,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,636,,1.27,No,Express Dispatch,Loose Gemstone,6.36 ct Ruby Natural Original Top Quality Lab Certified Gemstone of carat (7.07 ratti),"Buy Natural Ruby - Myanmar 6.36 for sale online, weighing carats (roughly 7.07 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (6.36 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Ruby - Myanmar,6.36 ct Certified Ruby - Unheated and Untreated Natural Top Quality Gemstone weighing carat (7.07 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Ruby - Myanmar-Faceted-Non Calibrated,7,71039110,0,GP159097,5780c,gjepc,Ruby,,3 - Semi-Precious,234500,36500,,6.25,4,1.760 - 1.770,Umesh,,P
132623,GP159098,/g/p/gp159098-1-220426.jpg,gp159098-220426.mp4,admin,Gemstones,simple,,base,,7.43,IIGJ Certified,Red,Purplish Red,,,22-Apr-26,,,,,Faceted,Natural Ruby weighing 7.43 carat In Oval shape,13.78x8.28x7.55 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Ruby,Natural,Not Applicable,Ruby,,,0,,,,,,Unknown,,,Natural Burmese Ruby - 7.43 Carats (GP159098) from Myanmar (Burma),,,use config,use config,Burmese Ruby - 7.43 Carats,22-Apr-26,,Block after Info Column,Myanmar (Burma),,,208500,28062,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Ruby weighing 7.43 carat (8.26 ratti) from Myanmar (Burma),,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,ruby-gp159098,ruby-gp159098,GP,132623,4,,Products,7.43,0.15,,8.26,8.26,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,743,,1.49,No,Express Dispatch,Loose Gemstone,7.43 ct Ruby Natural Original Top Quality Lab Certified Gemstone of carat (8.26 ratti),"Buy Natural Ruby - Myanmar 7.43 for sale online, weighing carats (roughly 8.26 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (7.43 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Ruby - Myanmar,7.43 ct Certified Ruby - Unheated and Untreated Natural Top Quality Gemstone weighing carat (8.26 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Ruby - Myanmar-Faceted-Non Calibrated,8.25,71039110,0,GP159098,5780e,gjepc,Ruby,,3 - Semi-Precious,208500,28000,,7.25,4,1.760 - 1.770,Umesh,,P
132624,GP159099,/g/p/gp159099-1-220426.jpg,gp159099-220426.mp4,admin,Gemstones,simple,,base,,6.41,IIGJ Certified,Red,Purplish Red,,,22-Apr-26,,,,,Faceted,Natural Ruby weighing 6.41 carat In Oval shape,12.05x8.02x5.72 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Ruby,Natural,Not Applicable,Ruby,,,0,,,,,,Unknown,,,Natural Burmese Ruby - 6.41 Carats (GP159099) from Myanmar (Burma),,,use config,use config,Burmese Ruby - 6.41 Carats,22-Apr-26,,Block after Info Column,Myanmar (Burma),,,164500,25663,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Ruby weighing 6.41 carat (7.12 ratti) from Myanmar (Burma),,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,ruby-gp159099,ruby-gp159099,GP,132624,4,,Products,6.41,0.15,,7.12,7.12,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,641,,1.28,No,Express Dispatch,Loose Gemstone,6.41 ct Ruby Natural Original Top Quality Lab Certified Gemstone of carat (7.12 ratti),"Buy Natural Ruby - Myanmar 6.41 for sale online, weighing carats (roughly 7.12 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (6.41 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Ruby - Myanmar,6.41 ct Certified Ruby - Unheated and Untreated Natural Top Quality Gemstone weighing carat (7.12 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Ruby - Myanmar-Faceted-Non Calibrated,7,71039110,0,GP159099,5780e,gjepc,Ruby,,2 - Mid-Precious,164500,25500,,6.25,4,1.760 - 1.770,Umesh,,P
